# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-131,c,Kepler-131 c,Transit,0,2,25.51690000,,,0,,,,,,,,,,,,,0.02600,0.01900,-0.01900,0,Mass,0.075,0.006,-0.006,0,77.70000,55.00000,-55.00000,0,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,1.43,-1.43,0,230.19,1.43,-1.43,0,11.525,,0,Kepler-band,11.490,,0,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,2014-05-14,Kepler
Kepler-138,b,Kepler-138 b,Transit,0,3,10.31260000,0.00040000,-0.00060000,0,,,,,,,,,,,,,0.00021,0.00019,-0.00012,0,Mass,0.047,0.003,-0.003,0,2.60000,2.40000,-1.50000,0,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,0.11,-0.11,0,66.99,0.11,-0.11,0,12.925,,0,Kepler-band,12.472,,0,3841.00,49.00,-49.00,0,0.52,0.06,-0.06,0,0.44,0.02,-0.02,0,2015-06-17,Kepler
Kepler-138,c,Kepler-138 c,Transit,0,3,13.78130000,0.00010000,-0.00010000,0,,,,,,,,,,,,,0.00620,0.00602,-0.00352,0,Mass,0.107,0.006,-0.006,0,6.20000,5.80000,-3.40000,0,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,0.11,-0.11,0,66.99,0.11,-0.11,0,12.925,,0,Kepler-band,12.472,,0,3841.00,49.00,-49.00,0,0.52,0.06,-0.06,0,0.44,0.02,-0.02,0,2015-06-17,Kepler
Kepler-138,d,Kepler-138 d,Transit,0,3,23.08810000,0.00090000,-0.00080000,0,,,,,,,,,,,,,0.00201,0.00212,-0.00122,0,Mass,0.108,0.007,-0.007,0,2.10000,2.20000,-1.20000,0,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,0.11,-0.11,0,66.99,0.11,-0.11,0,12.925,,0,Kepler-band,12.472,,0,3841.00,49.00,-49.00,0,0.52,0.06,-0.06,0,0.44,0.02,-0.02,0,2015-06-17,Kepler
Kepler-14,b,Kepler-14 b,Transit,0,1,6.79012300,0.00000430,-0.00000430,0,,,,,0.035000,0.020000,-0.020000,0,90.000,0.000,-2.800,0,8.40000,0.35000,-0.34000,0,Mass,1.136,0.073,-0.054,0,7.10000,1.10000,-1.10000,0,0,1,0,1,19h10m50.12s,287.708814,+47d19m59.0s,47.333050,980.00,,,0,,,,,12.128,,0,Kepler-band,,,,6395.00,60.00,-60.00,0,1.51,0.04,-0.04,0,2.05,0.11,-0.08,0,2014-05-14,Kepler
Kepler-145,b,Kepler-145 b,Transit,0,2,22.95100000,,,0,,,,,,,,,,,,,0.11700,0.03600,-0.03600,0,Mass,0.236,0.007,-0.007,0,,,,,1,1,0,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,576.15,8.47,-8.47,0,576.15,8.47,-8.47,0,11.931,,0,Kepler-band,11.875,,0,6022.00,,,0,1.28,,,0,1.98,,,0,2014-05-14,Kepler
Kepler-145,c,Kepler-145 c,Transit,0,2,42.88200000,,,0,,,,,,,,,,,,,0.25000,0.05200,-0.05200,0,Mass,0.385,0.011,-0.011,0,,,,,1,1,0,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,576.15,8.47,-8.47,0,576.15,8.47,-8.47,0,11.931,,0,Kepler-band,11.875,,0,6022.00,,,0,1.28,,,0,1.98,,,0,2014-05-14,Kepler
Kepler-15,b,Kepler-15 b,Transit,0,1,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,0.060000,,,0,87.440,0.180,-0.200,0,0.66000,0.08000,-0.09000,0,Mass,0.960,0.060,-0.070,0,0.93000,0.18000,-0.22000,0,0,1,0,1,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,755.38,11.56,-11.56,0,755.38,11.56,-11.56,0,13.758,,0,Kepler-band,13.714,,0,5515.00,122.00,-130.00,0,1.02,0.04,-0.05,0,0.99,0.06,-0.07,0,2014-05-14,Kepler
Kepler-16,b,Kepler-16 b,Transit,0,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,90.032,0.002,-0.002,0,0.33300,0.01600,-0.01600,0,Mass,0.754,0.003,-0.003,0,0.96400,0.04700,-0.04600,0,1,1,0,0,19h16m18.17s,289.075710,+51d45m26.8s,51.757439,75.25,0.15,-0.15,0,75.25,0.15,-0.15,0,11.762,,0,Kepler-band,11.747,,0,4450.00,150.00,-150.00,0,0.69,0.00,0.00,0,0.65,0.00,0.00,0,2014-05-14,Kepler
Kepler-1647,b,Kepler-1647 b,Transit,0,1,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,0.058100,0.068900,-0.068900,0,90.097,0.004,-0.004,0,1.51968,0.64815,-0.64815,0,Mass,1.059,0.012,-0.012,0,,,,,0,1,0,0,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,1256.00,23.78,-23.78,0,1256.00,23.78,-23.78,0,13.545,,0,Kepler-band,13.579,,0,6210.00,100.00,-100.00,0,1.22,0.01,-0.01,0,1.79,0.01,-0.01,0,2016-05-19,Kepler
Kepler-1654,b,Kepler-1654 b,Transit,0,1,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.260000,0.210000,-0.110000,0,89.982,0.012,-0.017,0,0.50000,,,1,Mass,0.819,0.019,-0.017,0,1.20000,,,1,0,1,0,0,18h48m44.59s,282.185812,+44d26m04.1s,44.434486,577.60,3.95,-3.95,0,577.60,3.95,-3.95,0,13.424,,0,Kepler-band,13.406,,0,5597.00,95.00,-93.00,0,1.01,0.06,-0.05,0,1.18,0.03,-0.02,0,2018-03-08,Kepler
Kepler-1655,b,Kepler-1655 b,Transit,0,1,11.87287870,0.00000850,-0.00000850,0,0.103000,0.001000,-0.001000,0,,,,,87.620,0.550,-0.550,0,0.01573,0.00975,-0.00881,0,Mass,0.197,0.007,-0.007,0,2.50000,1.60000,-1.40000,0,0,1,0,0,19h06m45.47s,286.689452,+39d12m42.9s,39.211929,214.58,0.99,-0.99,0,214.58,0.99,-0.99,0,11.072,,0,Kepler-band,11.014,,0,6148.00,71.00,-71.00,0,1.03,0.04,-0.04,0,1.03,0.02,-0.02,0,2018-04-05,Kepler
Kepler-1656,b,Kepler-1656 b,Transit,0,1,31.57865900,,,0,0.197000,0.021000,-0.021000,0,0.836000,0.013000,-0.012000,0,89.310,0.470,-0.510,0,0.15291,0.01321,-0.01196,0,Mass,0.448,0.047,-0.047,0,2.13000,0.87000,-0.57000,0,0,1,0,0,18h57m53.32s,284.472168,+39d54m42.6s,39.911824,186.88,0.83,-0.83,0,186.88,0.83,-0.83,0,11.640,0.130,0,V (Johnson),11.062,,0,5731.00,60.00,-60.00,0,1.03,0.04,-0.04,0,1.10,0.13,-0.13,0,2018-10-04,Kepler
Kepler-1658,b,Kepler-1658 b,Transit,0,1,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,0.062800,0.019700,-0.018500,0,76.520,0.580,-0.590,0,5.88000,0.47000,-0.46000,0,Mass,1.070,0.050,-0.050,0,6.36000,1.07000,-0.91000,0,0,1,0,0,19h37m25.57s,294.356546,+38d56m50.6s,38.947376,806.07,17.71,-17.71,0,806.07,17.71,-17.71,0,11.432,,0,Kepler-band,11.420,,0,6216.00,78.00,-78.00,0,1.45,0.06,-0.06,0,2.89,0.13,-0.11,0,2019-03-14,Kepler
Kepler-1661,b,Kepler-1661 b,Transit,0,1,175.06000000,0.06000000,-0.06000000,0,0.633000,0.005000,-0.005000,0,0.057000,0.005000,-0.005000,0,89.460,0.020,-0.020,0,0.05349,0.03776,-0.03776,0,Mass,0.345,0.005,-0.005,0,1.60000,1.10000,-1.10000,0,0,1,0,2,19h00m40.11s,285.167120,+41d58m01.5s,41.967079,415.52,2.93,-2.93,0,415.52,2.93,-2.93,0,14.216,,0,Kepler-band,14.193,,0,5100.00,100.00,-100.00,0,0.84,0.02,-0.02,0,0.76,0.01,-0.01,0,2020-02-27,Kepler
Kepler-17,b,Kepler-17 b,Transit,0,1,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,0.011000,,,1,87.200,0.150,-0.150,0,2.45000,0.11000,-0.11000,0,Mass,1.310,0.020,-0.020,0,1.35000,0.08000,-0.08000,0,1,1,0,1,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800.00,100.00,-100.00,0,735.91,10.70,-10.70,0,14.141,,0,Kepler-band,14.131,,0,5781.00,85.00,-85.00,0,1.16,0.06,-0.06,0,1.05,0.03,-0.03,0,2014-05-14,Kepler
Kepler-177,b,Kepler-177 b,Transit,0,2,35.86010000,0.00150000,-0.00140000,0,,,,,0.000000,,,0,,,,,0.01837,0.00271,-0.00258,0,Mass,0.312,0.017,-0.013,0,0.75000,0.16000,-0.14000,0,1,1,0,1,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1497.42,44.23,-44.23,0,1497.42,44.23,-44.23,0,15.000,,0,Kepler-band,14.941,,0,5732.00,60.00,-60.00,0,0.92,0.03,-0.02,0,1.32,0.05,-0.05,0,2020-05-07,Kepler
Kepler-177,c,Kepler-177 c,Transit,0,2,49.40926000,0.00078000,-0.00077000,0,,,,,0.000000,,,0,88.795,0.037,-0.035,0,0.04625,0.00850,-0.00787,0,Mass,0.779,0.032,-0.030,0,0.12100,0.02700,-0.02500,0,1,1,0,1,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1497.42,44.23,-44.23,0,1497.42,44.23,-44.23,0,15.000,,0,Kepler-band,14.941,,0,5732.00,60.00,-60.00,0,0.92,0.03,-0.02,0,1.32,0.05,-0.05,0,2020-05-07,Kepler
Kepler-18,b,Kepler-18 b,Transit,0,3,3.50472500,0.00002800,-0.00002800,0,0.044700,0.000600,-0.000600,0,0.000000,,,0,84.920,0.260,-0.260,0,0.02200,0.01100,-0.01100,0,Mass,0.178,0.009,-0.009,0,4.90000,2.40000,-2.40000,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.00,100.00,-100.00,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2014-05-14,Kepler
Kepler-18,c,Kepler-18 c,Transit,0,3,7.64159000,0.00003000,-0.00003000,0,0.075200,0.001100,-0.001100,0,0.000000,,,0,87.680,0.220,-0.220,0,0.05400,0.00600,-0.00600,0,Mass,0.490,0.023,-0.023,0,0.59000,0.07000,-0.07000,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.00,100.00,-100.00,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2019-03-05,Kepler
Kepler-18,d,Kepler-18 d,Transit,0,3,14.85888000,0.00004000,-0.00004000,0,0.117200,0.001700,-0.001700,0,0.000000,,,0,88.070,0.100,-0.100,0,0.05200,0.00400,-0.00400,0,Mass,0.623,0.029,-0.029,0,0.27000,0.03000,-0.03000,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.00,100.00,-100.00,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2014-05-14,Kepler
Kepler-20,b,Kepler-20 b,Transit,0,6,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,0.030000,0.090000,-0.030000,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,Mass,0.167,0.006,-0.003,0,8.20000,1.50000,-1.30000,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.510,,0,V (Johnson),12.453,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
Kepler-20,c,Kepler-20 c,Transit,0,6,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,0.160000,0.010000,-0.090000,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,Mass,0.272,0.006,-0.005,0,2.50000,0.50000,-0.50000,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.510,,0,V (Johnson),12.453,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
Kepler-20,d,Kepler-20 d,Transit,0,6,77.61130017,0.00012305,-0.00011588,0,0.350600,0.008100,-0.010100,0,,,,,89.708,0.165,-0.053,0,0.03168,0.01249,-0.01164,0,Mass,0.245,0.007,-0.005,0,2.70000,1.10000,-1.00000,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.510,,0,V (Johnson),12.453,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
Kepler-21,b,Kepler-21 b,Transit,0,1,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,0.01598,0.00541,-0.00541,0,Mass,0.146,0.002,-0.001,0,6.40000,2.10000,-2.10000,0,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,0.38,-0.38,0,108.86,0.38,-0.38,0,8.250,0.012,0,V (Johnson),8.128,,0,6305.00,50.00,-50.00,0,1.41,0.02,-0.03,0,1.90,0.02,-0.01,0,2016-10-06,Kepler
Kepler-22,b,Kepler-22 b,Transit,0,1,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,0.000000,,,0,89.764,0.025,-0.042,0,0.11300,,,1,Mass,0.212,0.012,-0.012,0,14.70000,,,1,0,1,0,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.00,,,0,195.74,0.93,-0.93,0,11.664,,0,Kepler-band,11.644,,0,5518.00,44.00,-44.00,0,0.97,0.06,-0.06,0,0.98,0.02,-0.02,0,2014-05-14,Kepler
Kepler-223,b,Kepler-223 b,Transit,0,4,7.38449000,0.00022000,-0.00022000,0,,,,,0.078000,0.015000,-0.017000,0,90.000,,-1.800,0,0.02328,0.00409,-0.00346,0,Mass,0.267,0.016,-0.024,0,1.54000,0.63000,-0.35000,0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0,1960.49,120.21,-120.21,0,15.344,,0,Kepler-band,15.395,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,Kepler
Kepler-223,c,Kepler-223 c,Transit,0,4,9.84564000,0.00052000,-0.00051000,0,,,,,0.150000,0.019000,-0.051000,0,90.000,,-1.300,0,0.01605,0.00535,-0.00346,0,Mass,0.307,0.018,-0.027,0,0.71000,0.33000,-0.20000,0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0,1960.49,120.21,-120.21,0,15.344,,0,Kepler-band,15.395,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,Kepler
Kepler-223,d,Kepler-223 d,Transit,0,4,14.78869000,0.00030000,-0.00027000,0,,,,,0.037000,0.018000,-0.017000,0,87.940,0.320,-0.260,0,0.02517,0.00472,-0.00409,0,Mass,0.467,0.023,-0.040,0,0.31000,0.12000,-0.07000,0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0,1960.49,120.21,-120.21,0,15.344,,0,Kepler-band,15.395,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,Kepler
Kepler-223,e,Kepler-223 e,Transit,0,4,19.72567000,0.00055000,-0.00054000,0,,,,,0.051000,0.019000,-0.019000,0,88.000,0.270,-0.210,0,0.01510,0.00440,-0.00378,0,Mass,0.410,0.024,-0.037,0,0.28000,0.12000,-0.08000,0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0,1960.49,120.21,-120.21,0,15.344,,0,Kepler-band,15.395,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,Kepler
Kepler-23,b,Kepler-23 b,Transit,0,3,7.10730000,,,0,0.075000,,,0,,,,,,,,,0.80000,,,1,Mass,0.170,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828.00,100.00,-100.00,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
Kepler-23,c,Kepler-23 c,Transit,0,3,10.74210000,,,0,0.099000,,,0,,,,,,,,,2.70000,,,1,Mass,0.285,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828.00,100.00,-100.00,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
Kepler-238,e,Kepler-238 e,Transit,0,5,23.65400000,,,0,,,,,,,,,,,,,0.53400,0.22600,-0.21700,0,Mass,0.500,0.211,-0.041,0,,,,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751.00,100.00,-100.00,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-238,f,Kepler-238 f,Transit,0,5,50.44700000,,,0,,,,,,,,,,,,,0.04200,0.00900,-0.00800,0,Mass,0.178,0.076,-0.015,0,,,,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751.00,100.00,-100.00,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-24,b,Kepler-24 b,Transit,0,4,8.14530000,,,0,0.080000,,,0,,,,,,,,,1.60000,,,1,Mass,0.214,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.00,219.00,-219.00,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-24,c,Kepler-24 c,Transit,0,4,12.33350000,,,0,0.106000,,,0,,,,,,,,,1.60000,,,1,Mass,0.250,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.00,219.00,-219.00,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-25,b,Kepler-25 b,Transit,0,3,6.23829700,0.00001700,-0.00001700,0,,,,,0.002900,0.002300,-0.001700,0,92.827,0.084,-0.083,0,0.02750,0.00790,-0.00730,0,Mass,0.245,0.003,-0.003,0,2.32000,0.67000,-0.61000,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2019-06-13,Kepler
Kepler-25,c,Kepler-25 c,Transit,0,3,12.72070000,0.00011000,-0.00010000,0,,,,,0.006100,0.004900,-0.004100,0,92.764,0.042,-0.039,0,0.04790,0.00410,-0.00510,0,Mass,0.465,0.006,-0.006,0,0.58800,0.05300,-0.06100,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2019-06-13,Kepler
Kepler-26,b,Kepler-26 b,Transit,0,4,12.28000000,0.00030000,-0.00030000,0,,,,,,,,,,,,,0.01611,0.00205,-0.00192,0,Mass,0.248,0.010,-0.010,0,1.26000,0.21000,-0.19000,0,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3.09,-3.09,0,338.55,3.09,-3.09,0,15.473,,0,Kepler-band,15.409,,0,3914.00,119.00,-119.00,0,0.54,0.03,-0.03,0,0.51,0.02,-0.02,0,2016-04-07,Kepler
Kepler-26,c,Kepler-26 c,Transit,0,4,17.25590000,0.00060000,-0.00060000,0,,,,,,,,,,,,,0.01951,0.00205,-0.00205,0,Mass,0.243,0.011,-0.011,0,1.61000,0.27000,-0.22000,0,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3.09,-3.09,0,338.55,3.09,-3.09,0,15.473,,0,Kepler-band,15.409,,0,3914.00,119.00,-119.00,0,0.54,0.03,-0.03,0,0.51,0.02,-0.02,0,2016-04-07,Kepler
Kepler-27,b,Kepler-27 b,Transit,0,2,15.33480000,,,0,0.118000,,,0,,,,,,,,,9.11000,,,1,Mass,0.357,,,0,,,,,1,1,0,1,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1075.10,41.63,-41.63,0,1075.10,41.63,-41.63,0,15.855,,0,Kepler-band,15.816,,0,5400.00,60.00,-60.00,0,0.65,0.16,-0.16,0,0.59,0.15,-0.15,0,2014-05-14,Kepler
Kepler-27,c,Kepler-27 c,Transit,0,2,31.33090000,,,0,0.191000,,,0,,,,,,,,,13.80000,,,1,Mass,0.437,,,0,,,,,1,1,0,1,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1075.10,41.63,-41.63,0,1075.10,41.63,-41.63,0,15.855,,0,Kepler-band,15.816,,0,5400.00,60.00,-60.00,0,0.65,0.16,-0.16,0,0.59,0.15,-0.15,0,2014-05-14,Kepler
