# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 13:38:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (st_teffstr not null
# CONSTRAINT:  and pl_massestr <= 120
# CONSTRAINT:  and pl_radestr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
L 168-9,b,L 168-9 b,Transit,0,1,1.40150000,0.00018000,-0.00018000,0,0.020910,0.000240,-0.000240,0,0.210000,,,1,85.500,0.800,-0.700,0,0.01447,0.00176,-0.00176,0,Mass,0.124,0.008,-0.008,0,9.60000,2.40000,-1.80000,0,0,0,0,0,23h20m07.53s,350.031372,-60d03m54.7s,-60.065182,25.17,0.02,-0.02,0,25.17,0.02,-0.02,0,11.014,0.011,0,V (Johnson),10.232,,0,3800.00,70.00,-70.00,0,0.62,0.03,-0.03,0,0.60,0.02,-0.02,0,2020-02-13,4.60000,0.56000,-0.56000,0,1.390,0.090,-0.090,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-10,b,Kepler-10 b,Transit,0,2,0.83749100,0.00000200,-0.00000200,0,0.017200,0.000810,-0.001680,0,,,,,85.100,3.400,-4.300,0,0.01450,0.00400,-0.00460,0,Mass,0.132,0.004,-0.003,0,8.00000,3.00000,-3.00000,0,0,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,186.50,0.81,-0.81,0,186.50,0.81,-0.81,0,10.940,0.345,0,V (Johnson),10.919,,0,5708.00,28.00,-28.00,0,0.91,0.02,-0.02,0,1.06,0.01,-0.01,0,2015-10-15,4.60853,1.27132,-1.46202,0,1.481,0.049,-0.029,0,Kepler
HD 219134,b,HD 219134 b,Radial Velocity,0,6,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,85.050,0.090,-0.090,0,0.01491,0.00060,-0.00060,0,Mass,0.143,0.005,-0.005,0,6.34000,0.72000,-0.72000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.00,0.00,0,6.53,0.00,0.00,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,4.74000,0.19000,-0.19000,0,1.602,0.055,-0.055,0,Roque de los Muchachos Observatory
HD 39091,c,pi Men c,Transit,0,2,6.26790000,0.00046000,-0.00046000,0,0.068390,0.000500,-0.000500,0,0.000000,,,0,87.456,0.085,-0.076,0,0.01517,0.00264,-0.00271,0,Mass,0.182,0.004,-0.004,0,2.97000,0.57000,-0.55000,0,0,0,0,1,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.28,0.02,-0.02,0,18.28,0.02,-0.02,0,5.670,,0,V (Johnson),5.491,,0,6037.00,45.00,-45.00,0,1.09,0.04,-0.04,0,1.10,0.02,-0.02,0,2018-11-15,4.82000,0.84000,-0.86000,0,2.042,0.050,-0.050,0,Transiting Exoplanet Survey Satellite (TESS)
GJ 9827,b,GJ 9827 b,Transit,0,3,1.20898190,0.00000693,-0.00000714,0,0.018800,0.000200,-0.000140,0,0.000000,,,0,86.070,0.410,-0.340,0,0.01545,0.00154,-0.00154,0,Mass,0.141,0.002,-0.003,0,6.93000,0.82000,-0.76000,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.250,0.138,0,V (Johnson),9.838,,0,4340.00,40.00,-53.00,0,0.61,0.02,-0.01,0,0.60,0.01,0.00,0,2019-08-29,4.91000,0.49000,-0.49000,0,1.577,0.027,-0.031,0,K2
Kepler-1655,b,Kepler-1655 b,Transit,0,1,11.87287870,0.00000850,-0.00000850,0,0.103000,0.001000,-0.001000,0,,,,,87.620,0.550,-0.550,0,0.01573,0.00975,-0.00881,0,Mass,0.197,0.007,-0.007,0,2.50000,1.60000,-1.40000,0,0,1,0,0,19h06m45.47s,286.689452,+39d12m42.9s,39.211929,214.58,0.99,-0.99,0,214.58,0.99,-0.99,0,11.072,,0,Kepler-band,11.014,,0,6148.00,71.00,-71.00,0,1.03,0.04,-0.04,0,1.03,0.02,-0.02,0,2018-04-05,5.00000,3.10000,-2.80000,0,2.213,0.082,-0.082,0,Kepler
Kepler-29,b,Kepler-29 b,Transit,0,2,10.33974000,0.00014000,-0.00015000,0,,,,,0.000000,,,0,89.130,0.450,-0.230,0,0.01573,0.00472,-0.00409,0,Mass,0.227,0.011,-0.011,0,1.65000,0.53000,-0.49000,0,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,851.90,27.37,-27.37,0,851.90,27.37,-27.37,0,15.282,,0,Kepler-band,15.282,,0,5378.00,60.00,-60.00,0,0.76,0.02,-0.03,0,0.73,0.03,-0.03,0,2020-05-07,5.00000,1.50000,-1.30000,0,2.550,0.120,-0.120,0,Kepler
Kepler-408,b,Kepler-408 b,Transit,0,1,2.46502000,,,0,,,,,,,,,,,,,0.01573,,,1,Mass,0.073,0.003,-0.003,0,,,,,0,1,0,1,18h59m08.68s,284.786175,+48d25m23.6s,48.423233,89.01,0.26,-0.26,0,89.01,0.26,-0.26,0,8.769,,0,Kepler-band,8.699,,0,6104.00,74.00,-74.00,0,1.08,0.07,-0.07,0,1.23,0.03,-0.03,0,2016-10-13,5.00000,,,1,0.820,0.030,-0.030,0,Kepler
K2-141,b,K2-141 b,Transit,0,2,0.28032440,0.00000150,-0.00000150,0,,,,,0.000000,,,0,86.300,2.700,-3.600,0,0.01598,0.00129,-0.00129,0,Mass,0.135,0.004,-0.004,0,8.20000,1.10000,-1.10000,0,0,0,1,0,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,61.98,0.17,-0.17,0,11.389,0.148,0,V (Johnson),10.722,,0,4599.00,79.00,-79.00,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,2018-01-18,5.08000,0.41000,-0.41000,0,1.510,0.050,-0.050,0,K2
Kepler-21,b,Kepler-21 b,Transit,0,1,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,0.01598,0.00541,-0.00541,0,Mass,0.146,0.002,-0.001,0,6.40000,2.10000,-2.10000,0,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,0.38,-0.38,0,108.86,0.38,-0.38,0,8.250,0.012,0,V (Johnson),8.128,,0,6305.00,50.00,-50.00,0,1.41,0.02,-0.03,0,1.90,0.02,-0.01,0,2016-10-06,5.08000,1.72000,-1.72000,0,1.639,0.019,-0.015,0,Kepler
Kepler-26,b,Kepler-26 b,Transit,0,4,12.28000000,0.00030000,-0.00030000,0,,,,,,,,,,,,,0.01611,0.00205,-0.00192,0,Mass,0.248,0.010,-0.010,0,1.26000,0.21000,-0.19000,0,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3.09,-3.09,0,338.55,3.09,-3.09,0,15.473,,0,Kepler-band,15.409,,0,3914.00,119.00,-119.00,0,0.54,0.03,-0.03,0,0.51,0.02,-0.02,0,2016-04-07,5.12000,0.65000,-0.61000,0,2.780,0.110,-0.110,0,Kepler
Kepler-102,f,Kepler-102 f,Transit,0,5,27.45360000,,,0,,,,,,,,,,,,,0.01636,,,1,Mass,0.079,0.003,-0.003,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909.00,41.00,-41.00,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,2016-10-13,5.20000,,,1,0.880,0.030,-0.030,0,Kepler
Kepler-106,b,Kepler-106 b,Transit,0,4,6.16486000,,,0,,,,,,,,,,,,,0.01668,,,1,Mass,0.073,0.010,-0.010,0,,,,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,2016-10-13,5.30000,,,1,0.820,0.110,-0.110,0,Kepler
CoRoT-24,b,CoRoT-24 b,Transit,0,2,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,Mass,0.330,0.040,-0.040,0,0.90000,,,1,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,601.22,16.02,-16.02,0,,,,,15.180,,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2018-05-31,5.70000,,,1,3.700,0.400,-0.400,0,CoRoT
K2-146,b,K2-146 b,Transit,0,2,2.64460000,0.00006000,-0.00006000,0,,,,,0.129000,0.019000,-0.019000,0,88.930,0.110,-0.110,0,0.01816,0.00024,-0.00024,0,Mass,0.183,0.005,-0.005,0,3.69000,0.21000,-0.21000,0,1,0,1,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.31,0.45,-0.45,0,79.48,0.47,-0.47,0,16.248,0.072,0,V (Johnson),14.983,,0,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,2019-08-15,5.77000,0.18000,-0.18000,0,2.050,0.060,-0.060,0,K2
Kepler-177,b,Kepler-177 b,Transit,0,2,35.86010000,0.00150000,-0.00140000,0,,,,,0.000000,,,0,,,,,0.01837,0.00271,-0.00258,0,Mass,0.312,0.017,-0.013,0,0.75000,0.16000,-0.14000,0,1,1,0,1,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1497.42,44.23,-44.23,0,1497.42,44.23,-44.23,0,15.000,,0,Kepler-band,14.941,,0,5732.00,60.00,-60.00,0,0.92,0.03,-0.02,0,1.32,0.05,-0.05,0,2020-05-07,5.84000,0.86000,-0.82000,0,3.500,0.190,-0.150,0,Kepler
Kepler-79,c,Kepler-79 c,Transit,0,4,27.40290000,0.00080000,-0.00060000,0,0.187000,0.002000,-0.003000,0,0.030000,0.027000,-0.021000,0,89.480,0.070,-0.090,0,0.01900,0.00600,-0.00720,0,Mass,0.332,0.007,-0.007,0,0.62000,0.20000,-0.25000,0,1,1,0,1,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,1051.43,17.98,-17.98,0,1051.43,17.98,-17.98,0,13.914,,0,Kepler-band,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,2016-03-10,5.90000,1.90000,-2.30000,0,3.720,0.080,-0.080,0,Kepler
Kepler-305,c,Kepler-305 c,Transit,0,3,8.29100000,,,0,,,,,,,,,,,,,0.01900,0.00800,-0.00700,0,Mass,0.294,0.073,-0.029,0,,,,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,26.92,-26.92,0,889.64,26.92,-26.92,0,15.812,,0,Kepler-band,15.766,,0,5100.00,100.00,-100.00,0,,,,,0.79,0.05,-0.05,0,2014-05-14,6.00000,2.40000,-2.20000,0,3.300,0.820,-0.330,0,Kepler
Kepler-79,d,Kepler-79 d,Transit,0,4,52.09020000,0.00090000,-0.00100000,0,0.287000,0.004000,-0.004000,0,0.025000,0.059000,-0.023000,0,89.930,0.070,-0.030,0,0.01900,0.00660,-0.00500,0,Mass,0.639,0.012,-0.014,0,0.09000,0.03000,-0.02000,0,1,1,0,1,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,1051.43,17.98,-17.98,0,1051.43,17.98,-17.98,0,13.914,,0,Kepler-band,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,2016-03-10,6.00000,2.10000,-1.60000,0,7.160,0.130,-0.160,0,Kepler
Kepler-350,c,Kepler-350 c,Transit,0,3,17.84900000,,,0,,,,,,,,,,,,,0.01900,0.01000,-0.01000,0,Mass,0.277,0.127,-0.054,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,6.10000,3.30000,-3.20000,0,3.100,1.420,-0.600,0,Kepler
Kepler-92,c,Kepler-92 c,Transit,0,3,26.72300000,,,0,,,,,,,,,,,,,0.01900,0.00600,-0.00600,0,Mass,0.232,0.007,-0.007,0,,,,,1,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,484.62,5.48,-5.48,0,484.62,5.48,-5.48,0,11.565,,0,Kepler-band,11.745,,0,5883.00,,,0,,,,,1.53,,,0,2014-05-14,6.10000,1.80000,-1.80000,0,2.600,0.080,-0.080,0,Kepler
Kepler-99,b,Kepler-99 b,Transit,0,1,4.60358000,,,0,,,,,,,,,,,,,0.01900,0.00400,-0.00400,0,Mass,0.132,0.007,-0.007,0,10.90000,2.82000,-2.82000,0,0,1,0,1,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,209.63,1.04,-1.04,0,209.63,1.04,-1.04,0,12.970,,0,Kepler-band,12.962,,0,4782.00,129.00,-129.00,0,0.79,0.06,-0.06,0,0.73,0.04,-0.04,0,2014-05-14,6.15000,1.30000,-1.30000,0,1.480,0.080,-0.080,0,Kepler
Kepler-26,c,Kepler-26 c,Transit,0,4,17.25590000,0.00060000,-0.00060000,0,,,,,,,,,,,,,0.01951,0.00205,-0.00205,0,Mass,0.243,0.011,-0.011,0,1.61000,0.27000,-0.22000,0,1,1,0,2,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3.09,-3.09,0,338.55,3.09,-3.09,0,15.473,,0,Kepler-band,15.409,,0,3914.00,119.00,-119.00,0,0.54,0.03,-0.03,0,0.51,0.02,-0.02,0,2016-04-07,6.20000,0.65000,-0.65000,0,2.720,0.120,-0.120,0,Kepler
GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,88.170,0.540,-0.540,0,0.01970,0.00270,-0.00270,0,Mass,0.254,0.018,-0.018,0,1.49000,0.33000,-0.33000,0,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,14.65,0.04,-0.04,0,14.65,0.04,-0.04,0,15.100,0.600,0,V (Johnson),13.009,,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,2015-12-03,6.26125,0.85814,-0.85814,0,2.847,0.202,-0.202,0,MEarth Project
Kepler-406,b,Kepler-406 b,Transit,0,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,3.42,-3.42,0,367.86,3.42,-3.42,0,12.520,,0,Kepler-band,12.490,,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,6.35000,1.40000,-1.40000,0,1.430,0.030,-0.030,0,Kepler
Kepler-454,b,Kepler-454 b,Transit,0,2,10.57000000,0.00000007,-0.00000007,0,,,,,0.000000,,,0,87.090,0.200,-0.200,0,0.02000,0.00000,0.00000,0,Mass,0.210,0.020,-0.020,0,,,,,0,1,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,1.32,-1.32,0,232.41,1.32,-1.32,0,11.570,,0,V (Johnson),11.440,,0,5701.00,34.00,-34.00,0,0.85,0.22,-0.22,0,1.05,0.07,-0.07,0,2018-12-06,6.35660,0.00000,0.00000,0,2.354,0.224,-0.224,0,Kepler
Kepler-87,c,Kepler-87 c,Transit,0,2,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,89.588,0.031,-0.027,0,0.02000,0.00300,-0.00300,0,Mass,0.548,0.026,-0.026,0,0.15200,0.01900,-0.01900,0,1,1,0,1,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,1277.88,28.80,-28.80,0,1277.88,28.80,-28.80,0,14.600,,0,Kepler-band,14.587,,0,5600.00,50.00,-50.00,0,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0,2014-05-14,6.40000,0.80000,-0.80000,0,6.140,0.290,-0.290,0,Kepler
K2-291,b,K2-291 b,Transit,0,1,2.22517700,0.00006600,-0.00006800,0,0.032610,0.000440,-0.000440,0,0.000000,,,0,85.260,0.230,-0.200,0,0.02042,0.00365,-0.00365,0,Mass,0.142,0.008,-0.006,0,8.84000,2.50000,-2.03000,0,0,0,1,0,05h05m46.99s,76.445793,+21d32m55.1s,21.548630,90.29,0.49,-0.49,0,90.29,0.49,-0.49,0,10.014,0.033,0,V (Johnson),9.866,,0,5520.00,60.00,-60.00,0,0.93,0.04,-0.04,0,0.90,0.04,-0.03,0,2019-01-24,6.49000,1.16000,-1.16000,0,1.589,0.095,-0.072,0,K2
K2-285,d,K2-285 d,Transit,0,4,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,0.000000,,,0,89.643,0.005,-0.005,0,0.02045,,,1,Mass,0.221,0.005,-0.005,0,,,,,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.300290,155.65,1.15,-1.15,0,155.65,1.15,-1.15,0,12.030,0.121,0,V (Johnson),11.804,,0,4975.00,95.00,-95.00,0,0.83,0.02,-0.02,0,0.79,0.02,-0.02,0,2018-12-13,6.50000,,,1,2.480,0.060,-0.060,0,K2
K2-265,b,K2-265 b,Transit,0,1,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,0.084000,0.079000,-0.079000,0,87.700,1.600,-1.600,0,0.02058,0.00264,-0.00264,0,Mass,0.153,0.010,-0.010,0,7.10000,1.80000,-1.80000,0,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,0.98,-0.98,0,139.22,0.98,-0.98,0,11.102,0.037,0,V (Johnson),10.928,,0,5477.00,27.00,-27.00,0,0.92,0.02,-0.02,0,0.98,0.05,-0.05,0,2018-10-04,6.54000,0.84000,-0.84000,0,1.710,0.110,-0.110,0,K2
TOI-125,c,TOI-125 c,Transit,0,3,9.15059000,0.00070000,-0.00082000,0,0.081400,0.001300,-0.001300,0,0.066000,0.070000,-0.047000,0,88.540,0.410,-0.190,0,0.02086,0.00311,-0.00311,0,Mass,0.246,0.009,-0.009,0,1.73000,0.33000,-0.33000,0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.40,1.30,-1.20,0,111.41,0.44,-0.44,0,10.892,0.016,0,V (Johnson),10.718,,0,5320.00,39.00,-39.00,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,2020-02-13,6.63000,0.99000,-0.99000,0,2.759,0.100,-0.100,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-80,c,Kepler-80 c,Transit,0,6,9.52355000,0.00041000,-0.00029000,0,0.079200,0.001100,-0.001100,0,,,,,89.330,0.470,-0.570,0,0.02121,0.00387,-0.00271,0,Mass,0.244,0.011,-0.009,0,1.22000,0.23000,-0.18000,0,1,1,0,1,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,357.00,,,0,373.41,2.93,-2.93,0,14.804,,0,Kepler-band,14.756,,0,4540.00,100.00,-100.00,0,0.73,0.03,-0.03,0,0.68,0.02,-0.02,0,2016-08-04,6.74000,1.23000,-0.86000,0,2.740,0.120,-0.100,0,Kepler
Kepler-80,d,Kepler-80 d,Transit,0,6,3.07222000,0.00006000,-0.00004000,0,0.037200,0.000500,-0.000500,0,,,,,88.350,1.120,-1.510,0,0.02124,0.00217,-0.00160,0,Mass,0.136,0.008,-0.006,0,7.04000,1.06000,-1.06000,0,1,1,0,1,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,357.00,,,0,373.41,2.93,-2.93,0,14.804,,0,Kepler-band,14.756,,0,4540.00,100.00,-100.00,0,0.73,0.03,-0.03,0,0.68,0.02,-0.02,0,2016-08-04,6.75000,0.69000,-0.51000,0,1.530,0.090,-0.070,0,Kepler
WASP-47,e,WASP-47 e,Transit,0,4,0.78959200,0.00001200,-0.00001200,0,,,,,,,,,85.980,0.750,-0.750,0,0.02149,0.00208,-0.00208,0,Mass,0.161,0.002,-0.002,0,6.35000,0.64000,-0.64000,0,0,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,266.69,4.83,-4.83,0,266.69,4.83,-4.83,0,11.900,,0,V (Johnson),11.789,,0,5552.00,75.00,-75.00,0,1.04,0.03,-0.03,0,1.14,0.01,-0.01,0,2018-06-21,6.83000,0.66000,-0.66000,0,1.810,0.027,-0.027,0,K2
Kepler-18,b,Kepler-18 b,Transit,0,3,3.50472500,0.00002800,-0.00002800,0,0.044700,0.000600,-0.000600,0,0.000000,,,0,84.920,0.260,-0.260,0,0.02200,0.01100,-0.01100,0,Mass,0.178,0.009,-0.009,0,4.90000,2.40000,-2.40000,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.00,100.00,-100.00,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2014-05-14,6.90000,3.40000,-3.40000,0,2.000,0.100,-0.100,0,Kepler
