# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 17:27:19 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_discmethod like '%transit%'
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_facility like '%kepler%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
Kepler-344,b,Kepler-344 b,Transit,0,2,21.96394500,0.00010800,-0.00010800,0,0.153000,,,0,,,,,,,,,,,,,,0.233,0.109,-0.109,0,,,,,0,1,0,1,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1032.08,31.23,-31.23,0,1032.08,31.23,-31.23,0,15.378,,0,Kepler-band,15.303,,0,5774.00,200.00,-200.00,0,,,,,0.98,0.45,-0.45,0,2014-05-14,,,,,2.610,1.220,-1.220,0,Kepler
Kepler-344,c,Kepler-344 c,Transit,0,2,125.59680900,0.00172800,-0.00172800,0,0.488000,,,0,,,,,,,,,,,,,,0.263,0.123,-0.123,0,,,,,0,1,0,1,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1032.08,31.23,-31.23,0,1032.08,31.23,-31.23,0,15.378,,0,Kepler-band,15.303,,0,5774.00,200.00,-200.00,0,,,,,0.98,0.45,-0.45,0,2014-05-14,,,,,2.950,1.380,-1.380,0,Kepler
Kepler-345,b,Kepler-345 b,Transit,0,2,7.41556300,0.00005400,-0.00005400,0,0.066000,,,0,,,,,,,,,,,,,,0.066,0.005,-0.005,0,,,,,0,1,0,1,19h40m54.91s,295.228802,+45d58m15.7s,45.971020,362.46,17.12,-17.12,0,362.46,17.12,-17.12,0,14.028,,0,Kepler-band,14.034,,0,4504.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,2014-05-14,,,,,0.740,0.060,-0.060,0,Kepler
Kepler-345,c,Kepler-345 c,Transit,0,2,9.38742700,0.00002800,-0.00002800,0,0.077000,,,0,,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,0,1,0,1,19h40m54.91s,295.228802,+45d58m15.7s,45.971020,362.46,17.12,-17.12,0,362.46,17.12,-17.12,0,14.028,,0,Kepler-band,14.034,,0,4504.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,2014-05-14,,,,,1.200,0.070,-0.070,0,Kepler
Kepler-346,b,Kepler-346 b,Transit,0,2,6.51112700,0.00001700,-0.00001700,0,0.071000,,,0,,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0,15.214,,0,Kepler-band,15.155,,0,6033.00,200.00,-200.00,0,,,,,1.02,0.48,-0.48,0,2014-05-14,,,,,2.660,1.240,-1.240,0,Kepler
Kepler-346,c,Kepler-346 c,Transit,0,2,23.85154900,0.00009800,-0.00009800,0,0.168000,,,0,,,,,,,,,,,,,,0.274,0.130,-0.130,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0,15.214,,0,Kepler-band,15.155,,0,6033.00,200.00,-200.00,0,,,,,1.02,0.48,-0.48,0,2014-05-14,,,,,3.070,1.460,-1.460,0,Kepler
Kepler-347,b,Kepler-347 b,Transit,0,2,12.79836000,0.00010600,-0.00010600,0,0.110000,,,0,,,,,,,,,,,,,,0.176,0.084,-0.084,0,,,,,0,1,0,1,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1349.45,30.27,-30.27,0,1349.45,30.27,-30.27,0,14.513,,0,Kepler-band,14.489,,0,6088.00,200.00,-200.00,0,,,,,1.00,0.46,-0.46,0,2014-05-14,,,,,1.970,0.940,-0.940,0,Kepler
Kepler-347,c,Kepler-347 c,Transit,0,2,27.32087100,0.00045700,-0.00045700,0,0.183000,,,0,,,,,,,,,,,,,,0.156,0.075,-0.075,0,,,,,0,1,0,1,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1349.45,30.27,-30.27,0,1349.45,30.27,-30.27,0,14.513,,0,Kepler-band,14.489,,0,6088.00,200.00,-200.00,0,,,,,1.00,0.46,-0.46,0,2014-05-14,,,,,1.750,0.840,-0.840,0,Kepler
Kepler-348,b,Kepler-348 b,Transit,0,2,7.05677000,0.00003100,-0.00003100,0,0.076000,,,0,,,,,,,,,,,,,,0.136,0.026,-0.026,0,,,,,0,1,0,1,19h49m01.21s,297.255050,+40d32m54.1s,40.548373,580.20,8.13,-8.13,0,580.20,8.13,-8.13,0,12.556,,0,Kepler-band,12.588,,0,6177.00,100.00,-100.00,0,,,,,1.36,0.25,-0.25,0,2014-05-14,,,,,1.520,0.290,-0.290,0,Kepler
Kepler-348,c,Kepler-348 c,Transit,0,2,17.26542700,0.00017900,-0.00017900,0,0.138000,,,0,,,,,,,,,,,,,,0.119,0.022,-0.022,0,,,,,0,1,0,1,19h49m01.21s,297.255050,+40d32m54.1s,40.548373,580.20,8.13,-8.13,0,580.20,8.13,-8.13,0,12.556,,0,Kepler-band,12.588,,0,6177.00,100.00,-100.00,0,,,,,1.36,0.25,-0.25,0,2014-05-14,,,,,1.330,0.250,-0.250,0,Kepler
Kepler-349,b,Kepler-349 b,Transit,0,2,5.92977800,0.00002000,-0.00002000,0,0.065000,,,0,,,,,,,,,,,,,,0.170,0.064,-0.064,0,,,,,0,1,0,1,19h34m42.36s,293.676480,+44d36m56.1s,44.615578,966.63,19.68,-19.68,0,966.63,19.68,-19.68,0,14.746,,0,Kepler-band,14.721,,0,5956.00,200.00,-200.00,0,,,,,0.93,0.35,-0.35,0,2014-05-14,,,,,1.900,0.720,-0.720,0,Kepler
Kepler-349,c,Kepler-349 c,Transit,0,2,12.24762900,0.00006300,-0.00006300,0,0.105000,,,0,,,,,,,,,,,,,,0.175,0.066,-0.066,0,,,,,0,1,0,1,19h34m42.36s,293.676480,+44d36m56.1s,44.615578,966.63,19.68,-19.68,0,966.63,19.68,-19.68,0,14.746,,0,Kepler-band,14.721,,0,5956.00,200.00,-200.00,0,,,,,0.93,0.35,-0.35,0,2014-05-14,,,,,1.960,0.740,-0.740,0,Kepler
Kepler-35,b,Kepler-35 b,Transit,0,1,131.45800000,0.07700000,-0.10500000,0,0.603470,0.001010,-0.001030,0,0.042000,0.007000,-0.004000,0,90.760,0.120,-0.090,0,0.12700,0.02000,-0.02000,0,Mass,0.728,0.014,-0.014,0,0.41000,0.07000,-0.06900,0,1,1,0,0,19h37m59.27s,294.496978,+46d41m23.1s,46.689762,1645.00,43.00,-43.00,0,1917.46,123.50,-123.50,0,15.726,,0,Kepler-band,15.735,,0,5606.00,150.00,-150.00,0,0.89,0.01,-0.01,0,1.03,0.00,0.00,0,2014-05-14,40.36300,6.35600,-6.35600,0,8.160,0.157,-0.157,0,Kepler
Kepler-350,b,Kepler-350 b,Transit,0,3,11.18956200,0.00011900,-0.00011900,0,0.104000,,,0,,,,,,,,,,,,,,0.165,0.034,-0.034,0,,,,,0,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,,,,,1.850,0.380,-0.380,0,Kepler
Kepler-350,c,Kepler-350 c,Transit,0,3,17.84900000,,,0,,,,,,,,,,,,,0.01900,0.01000,-0.01000,0,Mass,0.277,0.127,-0.054,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,6.10000,3.30000,-3.20000,0,3.100,1.420,-0.600,0,Kepler
Kepler-350,d,Kepler-350 d,Transit,0,3,26.13600000,,,0,,,,,,,,,,,,,0.04700,0.01700,-0.01500,0,Mass,0.250,0.114,-0.048,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,14.90000,5.30000,-4.70000,0,2.800,1.280,-0.540,0,Kepler
Kepler-351,b,Kepler-351 b,Transit,0,3,37.05491900,0.00048400,-0.00048400,0,0.214000,,,0,,,,,,,,,,,,,,0.273,0.138,-0.138,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.990,,0,Kepler-band,15.966,,0,5643.00,200.00,-200.00,0,,,,,0.85,0.41,-0.41,0,2014-05-14,,,,,3.060,1.550,-1.550,0,Kepler
Kepler-351,c,Kepler-351 c,Transit,0,3,57.24809000,0.00059900,-0.00059900,0,0.287000,,,0,,,,,,,,,,,,,,0.285,0.138,-0.138,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.990,,0,Kepler-band,15.966,,0,5643.00,200.00,-200.00,0,,,,,0.85,0.41,-0.41,0,2014-05-14,,,,,3.190,1.550,-1.550,0,Kepler
Kepler-351,d,Kepler-351 d,Transit,0,3,142.54424700,0.00230300,-0.00230300,0,,,,,,,,,,,,,,,,,,0.243,0.017,-0.027,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.990,,0,Kepler-band,15.966,,0,5643.00,200.00,-200.00,0,,,,,0.85,0.41,-0.41,0,2016-05-10,,,,,2.720,0.190,-0.300,0,Kepler
Kepler-352,b,Kepler-352 b,Transit,0,2,10.05537000,0.00019400,-0.00019400,0,0.085000,,,0,,,,,,,,,,,,,,0.077,0.007,-0.007,0,,,,,0,1,0,1,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,254.59,1.40,-1.40,0,254.59,1.40,-1.40,0,12.957,,0,Kepler-band,12.956,,0,5212.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,,,,,0.860,0.080,-0.080,0,Kepler
Kepler-352,c,Kepler-352 c,Transit,0,2,16.33299500,0.00027200,-0.00027200,0,0.118000,,,0,,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,0,1,0,1,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,254.59,1.40,-1.40,0,254.59,1.40,-1.40,0,12.957,,0,Kepler-band,12.956,,0,5212.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,,,,,1.240,0.100,-0.100,0,Kepler
Kepler-353,b,Kepler-353 b,Transit,0,2,5.79527800,0.00005500,-0.00005500,0,0.051000,,,0,,,,,,,,,,,,,,0.079,0.005,-0.005,0,,,,,0,1,0,1,19h47m25.59s,296.856633,+41d45m29.4s,41.758180,388.92,5.02,-5.02,0,388.92,5.02,-5.02,0,15.773,,0,Kepler-band,15.725,,0,3903.00,100.00,-100.00,0,,,,,0.50,0.02,-0.02,0,2014-05-14,,,,,0.890,0.060,-0.060,0,Kepler
Kepler-353,c,Kepler-353 c,Transit,0,2,8.41089400,0.00003900,-0.00003900,0,0.065000,,,0,,,,,,,,,,,,,,0.123,0.006,-0.006,0,,,,,0,1,0,1,19h47m25.59s,296.856633,+41d45m29.4s,41.758180,388.92,5.02,-5.02,0,388.92,5.02,-5.02,0,15.773,,0,Kepler-band,15.725,,0,3903.00,100.00,-100.00,0,,,,,0.50,0.02,-0.02,0,2014-05-14,,,,,1.380,0.070,-0.070,0,Kepler
Kepler-354,b,Kepler-354 b,Transit,0,3,5.47666000,0.00002400,-0.00002400,0,0.054000,,,0,,,,,,,,,,,,,,0.164,0.052,-0.052,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.335640,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648.00,200.00,-200.00,0,,,,,0.67,0.21,-0.21,0,2014-05-14,,,,,1.840,0.580,-0.580,0,Kepler
Kepler-354,c,Kepler-354 c,Transit,0,3,16.93440200,0.00022800,-0.00022800,0,0.115000,,,0,,,,,,,,,,,,,,0.117,0.037,-0.037,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.335640,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648.00,200.00,-200.00,0,,,,,0.67,0.21,-0.21,0,2014-05-14,,,,,1.310,0.420,-0.420,0,Kepler
Kepler-354,d,Kepler-354 d,Transit,0,3,24.20984200,0.00040300,-0.00040300,0,0.146000,,,0,,,,,,,,,,,,,,0.111,0.036,-0.036,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.335640,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648.00,200.00,-200.00,0,,,,,0.67,0.21,-0.21,0,2014-05-14,,,,,1.240,0.400,-0.400,0,Kepler
Kepler-355,b,Kepler-355 b,Transit,0,2,11.03189000,0.00033800,-0.00033800,0,0.102000,,,0,,,,,,,,,,,,,,0.130,0.059,-0.059,0,,,,,0,1,0,1,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,1493.70,51.11,-51.11,0,1493.70,51.11,-51.11,0,15.087,,0,Kepler-band,15.066,,0,6184.00,250.00,-250.00,0,,,,,1.07,0.48,-0.48,0,2014-05-14,,,,,1.460,0.660,-0.660,0,Kepler
Kepler-355,c,Kepler-355 c,Transit,0,2,25.76229400,0.00026700,-0.00026700,0,0.179000,,,0,,,,,,,,,,,,,,0.242,0.109,-0.109,0,,,,,0,1,0,1,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,1493.70,51.11,-51.11,0,1493.70,51.11,-51.11,0,15.087,,0,Kepler-band,15.066,,0,6184.00,250.00,-250.00,0,,,,,1.07,0.48,-0.48,0,2014-05-14,,,,,2.710,1.220,-1.220,0,Kepler
Kepler-356,b,Kepler-356 b,Transit,0,2,4.61269600,0.00002100,-0.00002100,0,0.057000,,,0,,,,,,,,,,,,,,0.140,0.026,-0.026,0,,,,,0,1,0,1,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,722.14,10.70,-10.70,0,722.14,10.70,-10.70,0,12.992,,0,Kepler-band,12.965,,0,6133.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,1.570,0.290,-0.290,0,Kepler
Kepler-356,c,Kepler-356 c,Transit,0,2,13.12163200,0.00008800,-0.00008800,0,0.115000,,,0,,,,,,,,,,,,,,0.161,0.029,-0.029,0,,,,,0,1,0,1,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,722.14,10.70,-10.70,0,722.14,10.70,-10.70,0,12.992,,0,Kepler-band,12.965,,0,6133.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,1.810,0.330,-0.330,0,Kepler
Kepler-357,b,Kepler-357 b,Transit,0,3,6.47543400,0.00003400,-0.00003400,0,0.063000,,,0,,,,,,,,,,,,,,0.164,0.096,-0.096,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.008720,702.21,14.68,-14.68,0,702.21,14.68,-14.68,0,15.565,,0,Kepler-band,15.522,,0,5036.00,200.00,-200.00,0,,,,,0.83,0.49,-0.49,0,2014-05-14,,,,,1.840,1.080,-1.080,0,Kepler
Kepler-357,c,Kepler-357 c,Transit,0,3,16.85837000,0.00008100,-0.00008100,0,0.120000,,,0,,,,,,,,,,,,,,0.238,0.140,-0.140,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.008720,702.21,14.68,-14.68,0,702.21,14.68,-14.68,0,15.565,,0,Kepler-band,15.522,,0,5036.00,200.00,-200.00,0,,,,,0.83,0.49,-0.49,0,2014-05-14,,,,,2.670,1.570,-1.570,0,Kepler
Kepler-357,d,Kepler-357 d,Transit,0,3,49.49987500,0.00046000,-0.00046000,0,0.246000,,,0,,,,,,,,,,,,,,0.306,0.182,-0.182,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.008720,702.21,14.68,-14.68,0,702.21,14.68,-14.68,0,15.565,,0,Kepler-band,15.522,,0,5036.00,200.00,-200.00,0,,,,,0.83,0.49,-0.49,0,2014-05-14,,,,,3.430,2.040,-2.040,0,Kepler
Kepler-358,b,Kepler-358 b,Transit,0,2,34.06046700,0.00019400,-0.00019400,0,0.210000,,,0,,,,,,,,,,,,,,0.243,0.121,-0.121,0,,,,,0,1,0,1,19h32m55.25s,293.230225,+48d16m53.0s,48.281376,1136.10,42.47,-42.47,0,1136.10,42.47,-42.47,0,15.375,,0,Kepler-band,15.356,,0,5908.00,200.00,-200.00,0,,,,,0.95,0.48,-0.48,0,2014-05-14,,,,,2.720,1.360,-1.360,0,Kepler
Kepler-358,c,Kepler-358 c,Transit,0,2,83.48836900,0.00083000,-0.00083000,0,0.381000,,,0,,,,,,,,,,,,,,0.254,0.128,-0.128,0,,,,,1,1,0,1,19h32m55.25s,293.230225,+48d16m53.0s,48.281376,1136.10,42.47,-42.47,0,1136.10,42.47,-42.47,0,15.375,,0,Kepler-band,15.356,,0,5908.00,200.00,-200.00,0,,,,,0.95,0.48,-0.48,0,2014-05-14,,,,,2.850,1.430,-1.430,0,Kepler
Kepler-359,b,Kepler-359 b,Transit,0,3,25.56322200,0.00020200,-0.00020200,0,0.178000,,,0,,,,,,,,,,,,,,0.315,0.146,-0.146,0,,,,,0,1,0,1,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,1502.22,81.73,-81.73,0,1502.22,81.73,-81.73,0,15.886,,0,Kepler-band,15.881,,0,6248.00,250.00,-250.00,0,,,,,1.09,0.50,-0.50,0,2014-05-14,,,,,3.530,1.640,-1.640,0,Kepler
Kepler-359,c,Kepler-359 c,Transit,0,3,57.68802000,0.00054500,-0.00054500,0,0.307000,,,0,,,,,,,,,,,,,,0.384,0.178,-0.178,0,,,,,1,1,0,1,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,1502.22,81.73,-81.73,0,1502.22,81.73,-81.73,0,15.886,,0,Kepler-band,15.881,,0,6248.00,250.00,-250.00,0,,,,,1.09,0.50,-0.50,0,2014-05-14,,,,,4.300,2.000,-2.000,0,Kepler
Kepler-359,d,Kepler-359 d,Transit,0,3,77.09569100,0.00145300,-0.00145300,0,0.372000,,,0,,,,,,,,,,,,,,0.358,0.170,-0.170,0,,,,,0,1,0,1,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,1502.22,81.73,-81.73,0,1502.22,81.73,-81.73,0,15.886,,0,Kepler-band,15.881,,0,6248.00,250.00,-250.00,0,,,,,1.09,0.50,-0.50,0,2014-05-14,,,,,4.010,1.910,-1.910,0,Kepler
Kepler-36,b,Kepler-36 b,Transit,0,2,13.86825000,0.00050000,-0.00050000,0,,,,,0.000000,,,0,,,,,0.01205,0.00035,-0.00031,0,Mass,0.134,0.005,-0.004,0,6.26000,0.79000,-0.64000,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,3.83000,0.11000,-0.10000,0,1.498,0.061,-0.049,0,Kepler
Kepler-36,c,Kepler-36 c,Transit,0,2,16.21865000,0.00010000,-0.00010000,0,,,,,0.000000,,,0,89.360,0.450,-0.290,0,0.02243,0.00057,-0.00057,0,Mass,0.328,0.009,-0.008,0,0.78700,0.06500,-0.06200,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,7.13000,0.18000,-0.18000,0,3.679,0.096,-0.091,0,Kepler
Kepler-360,b,Kepler-360 b,Transit,0,2,3.28967200,0.00001200,-0.00001200,0,0.044000,,,0,,,,,,,,,,,,,,0.147,0.070,-0.070,0,,,,,0,1,0,1,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,898.61,15.99,-15.99,0,898.61,15.99,-15.99,0,14.866,,0,Kepler-band,14.813,,0,6053.00,200.00,-200.00,0,,,,,1.06,0.50,-0.50,0,2014-05-14,,,,,1.650,0.780,-0.780,0,Kepler
Kepler-360,c,Kepler-360 c,Transit,0,2,7.18643400,0.00002900,-0.00002900,0,0.075000,,,0,,,,,,,,,,,,,,0.187,0.089,-0.089,0,,,,,0,1,0,1,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,898.61,15.99,-15.99,0,898.61,15.99,-15.99,0,14.866,,0,Kepler-band,14.813,,0,6053.00,200.00,-200.00,0,,,,,1.06,0.50,-0.50,0,2014-05-14,,,,,2.100,1.000,-1.000,0,Kepler
Kepler-361,b,Kepler-361 b,Transit,0,2,8.48661600,0.00008400,-0.00008400,0,0.086000,,,0,,,,,,,,,,,,,,0.129,0.025,-0.025,0,,,,,0,1,0,1,19h47m12.83s,296.803453,+46d44m28.2s,46.741154,955.76,16.23,-16.23,0,955.76,16.23,-16.23,0,13.573,,0,Kepler-band,13.545,,0,6169.00,100.00,-100.00,0,,,,,1.34,0.26,-0.26,0,2014-05-14,,,,,1.450,0.280,-0.280,0,Kepler
